,lat,lon,type,subtype
20808,17.3321281,96.4723505,shop,optician
20809,16.91287,96.0673604,shop,dry_cleaning
20810,16.8694275,96.070763,shop,dry_cleaning
20811,10.3253085,98.7701385,place,hamlet
20812,10.2942887,98.7657563,place,village
20813,22.0882261,96.5077237,tourism,apartment
20814,20.5859587,96.0518459,tourism,attraction
20815,16.7905181,96.1653,building,yes
20816,16.8057983,96.1978276,shop,alcohol
20817,15.6451858,98.1859141,place,village
20818,16.7745838,96.1629493,shop,electronics
20819,22.0883302,96.5078536,tourism,apartment
20820,20.6196906,96.547306,tourism,attraction
20821,20.6142485,96.5454389,tourism,attraction
20822,20.6124876,96.5432157,tourism,attraction
20823,20.6103499,96.5433776,tourism,attraction
20824,20.6084006,96.5422059,tourism,attraction
20825,20.599881,96.5297619,tourism,attraction
20826,20.5987925,96.5245964,tourism,attraction
20827,20.5996663,96.5150112,tourism,viewpoint
20828,20.6157637,96.508135,tourism,attraction
20829,20.6195314,96.5151936,tourism,attraction
20830,20.6198309,96.5186543,tourism,attraction
20831,20.6214668,96.5205922,tourism,attraction
20832,20.6219801,96.5209318,tourism,attraction
20833,20.622115,96.5212242,tourism,attraction
20834,20.6242707,96.5337857,tourism,attraction
20835,20.6239542,96.5364502,tourism,attraction
20836,14.0741434,98.2067895,tourism,guest_house
20837,12.468199,98.616463,shop,bookmaker
20838,13.9128439,98.6004119,tourism,apartment
20839,12.4695358,98.6137692,tourism,guest_house
20840,12.4705268,98.612794,shop,department_store
20841,13.824402,98.6935759,shop,bookmaker
20842,13.8330968,98.6942571,tourism,viewpoint
20843,14.0816003,98.2087059,shop,clothes
20844,13.8233949,98.6938638,tourism,guest_house
20845,13.8412501,98.6568683,place,locality
20846,20.5993127,96.5160875,tourism,attraction
20847,20.6182707,96.5102982,tourism,attraction
20848,20.6196713,96.5136385,tourism,attraction
20849,20.6198543,96.5161164,tourism,attraction
20850,20.6034698,96.5111765,tourism,viewpoint
20851,20.6090264,96.5132858,tourism,attraction
20852,21.9371304,96.0747435,shop,department_store
20853,20.9276148,96.6510261,tourism,attraction
20854,20.9416913,96.6582012,tourism,attraction
20855,20.9305083,96.6523884,tourism,attraction
20856,20.9330036,96.6532866,tourism,attraction
20857,21.9753134,96.0918789,shop,toys
20858,16.7818217,96.1812987,tourism,apartment
20859,21.1945985,94.049892,tourism,attraction
20860,16.8518992,96.0786154,shop,dry_cleaning
20861,16.8775541,97.6604634,tourism,viewpoint
20862,16.862972,97.6226424,tourism,hotel
20863,16.878645,96.2039072,tourism,hotel
20864,20.6609478,96.9078441,tourism,attraction
20865,16.369119,97.7250556,place,town
20866,13.9079855,98.0948931,place,village
20867,16.8080043,97.6474605,tourism,guest_house
20868,21.8907867,96.1268237,shop,wholesale
20869,20.6244247,96.5355644,tourism,attraction
20870,20.6242029,96.5333978,tourism,attraction
20871,20.6219553,96.5212615,tourism,attraction
20872,20.6219756,96.5212448,tourism,attraction
20873,20.6202636,96.5123781,tourism,attraction
20874,20.5987828,96.5244844,tourism,attraction
20875,27.6262027,96.9772125,tourism,camp_site
20876,16.9017558,96.0959113,railway,level_crossing
20877,16.9017148,96.0958834,railway,level_crossing
20878,16.8671591,97.6216505,shop,convenience
20879,16.8622581,97.6223978,tourism,hotel
20880,16.867076,97.6215895,shop,furniture
20881,16.8669556,97.6216944,shop,hairdresser
20882,16.9955145,96.1650619,shop,dry_cleaning
20883,16.6901834,98.5060281,tourism,hotel
20884,21.9705818,96.1159398,tourism,information
