,lat,lon,type,subtype
642,43.4466681,-5.0049513,place,hamlet
643,43.4383981,-4.943763,railway,level_crossing
644,43.4395237,-4.9819591,place,hamlet
645,43.4568167,-4.9298006,agricultural,yes
646,43.3115525,-4.8390089,tourism,viewpoint
647,43.2979065,-4.7958162,toilets,yes
648,43.31042,-6.98626,shop,convenience
649,43.3525829,-4.529202,place,hamlet
650,43.2510152,-4.5316266,place,hamlet
651,43.25713,-4.66813,place,village
652,43.2558315,-4.5357511,place,hamlet
653,43.3210432,-4.5140956,place,hamlet
654,43.3733637,-4.5184513,place,hamlet
655,43.3665,-4.51842,place,hamlet
656,43.5524689,-5.8881425,place,suburb
